original_image_path,frame,district,severity,max_dbz,rain_pixels,rain_level,rain_level_data
cropped_districts_by_frame/central/20260218_093052\frame_001\ธนบุรี.png,1,ธนบุรี,23.772727966308594,34.0,11,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_001\คลองเตย.png,1,คลองเตย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\สัมพันธวงศ์.png,1,สัมพันธวงศ์,34.0,34.0,1,ฝนปานกลาง,2
cropped_districts_by_frame/central/20260218_093052\frame_001\ภาษีเจริญ.png,1,ภาษีเจริญ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางกอกใหญ่.png,1,บางกอกใหญ่,22.636363983154297,34.0,11,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_001\วัฒนา.png,1,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\สวนหลวง.png,1,สวนหลวง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางแค.png,1,บางแค,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ปทุมวัน.png,1,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ป้อมปราบศัตรูพ่าย.png,1,ป้อมปราบศัตรูพ่าย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\พระนคร.png,1,พระนคร,28.79166603088379,34.0,12,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_001\ราชเทวี.png,1,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางกอกน้อย.png,1,บางกอกน้อย,21.5,21.5,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_001\พญาไท.png,1,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\สะพานสูง.png,1,สะพานสูง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ดุสิต.png,1,ดุสิต,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ตลิ่งชัน.png,1,ตลิ่งชัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ดินแดง.png,1,ดินแดง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ลาดกระบัง.png,1,ลาดกระบัง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ทวีวัฒนา.png,1,ทวีวัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\วังทองหลาง.png,1,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ห้วยขวาง.png,1,ห้วยขวาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางพลัด.png,1,บางพลัด,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางกะปิ.png,1,บางกะปิ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บึงกุ่ม.png,1,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ลาดพร้าว.png,1,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางซื่อ.png,1,บางซื่อ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\มีนบุรี.png,1,มีนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\คันนายาว.png,1,คันนายาว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\จตุจักร.png,1,จตุจักร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\บางเขน.png,1,บางเขน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\หลักสี่.png,1,หลักสี่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\คลองสามวา.png,1,คลองสามวา,23.601064682006836,34.0,94,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_001\หนองจอก.png,1,หนองจอก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\สายไหม.png,1,สายไหม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_001\ดอนเมือง.png,1,ดอนเมือง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ทุ่งครุ.png,2,ทุ่งครุ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางขุนเทียน.png,2,บางขุนเทียน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางนา.png,2,บางนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางบอน.png,2,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ราษฎร์บูรณะ.png,2,ราษฎร์บูรณะ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\พระโขนง.png,2,พระโขนง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางคอแหลม.png,2,บางคอแหลม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\จอมทอง.png,2,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ยานนาวา.png,2,ยานนาวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\สาทร.png,2,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\หนองแขม.png,2,หนองแขม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางรัก.png,2,บางรัก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ประเวศ.png,2,ประเวศ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\คลองสาน.png,2,คลองสาน,21.5,21.5,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\ธนบุรี.png,2,ธนบุรี,32.33333206176758,54.0,3,ฝนปานกลาง,2
cropped_districts_by_frame/central/20260218_093052\frame_002\คลองเตย.png,2,คลองเตย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\สัมพันธวงศ์.png,2,สัมพันธวงศ์,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ภาษีเจริญ.png,2,ภาษีเจริญ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางกอกใหญ่.png,2,บางกอกใหญ่,32.95833206176758,54.0,24,ฝนปานกลาง,2
cropped_districts_by_frame/central/20260218_093052\frame_002\วัฒนา.png,2,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\สวนหลวง.png,2,สวนหลวง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางแค.png,2,บางแค,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ปทุมวัน.png,2,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ป้อมปราบศัตรูพ่าย.png,2,ป้อมปราบศัตรูพ่าย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\พระนคร.png,2,พระนคร,25.66666603088379,34.0,3,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\ราชเทวี.png,2,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางกอกน้อย.png,2,บางกอกน้อย,22.625,34.0,20,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\พญาไท.png,2,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\สะพานสูง.png,2,สะพานสูง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ดุสิต.png,2,ดุสิต,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ตลิ่งชัน.png,2,ตลิ่งชัน,21.5,21.5,2,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\ดินแดง.png,2,ดินแดง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ลาดกระบัง.png,2,ลาดกระบัง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ทวีวัฒนา.png,2,ทวีวัฒนา,21.5,21.5,11,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\วังทองหลาง.png,2,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ห้วยขวาง.png,2,ห้วยขวาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางพลัด.png,2,บางพลัด,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางกะปิ.png,2,บางกะปิ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บึงกุ่ม.png,2,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\ลาดพร้าว.png,2,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางซื่อ.png,2,บางซื่อ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\มีนบุรี.png,2,มีนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\คันนายาว.png,2,คันนายาว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\จตุจักร.png,2,จตุจักร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\บางเขน.png,2,บางเขน,21.5,21.5,1,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\หลักสี่.png,2,หลักสี่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\คลองสามวา.png,2,คลองสามวา,23.43181800842285,34.0,88,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\หนองจอก.png,2,หนองจอก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_002\สายไหม.png,2,สายไหม,25.09375,34.0,16,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_002\ดอนเมือง.png,2,ดอนเมือง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ทุ่งครุ.png,3,ทุ่งครุ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางขุนเทียน.png,3,บางขุนเทียน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางนา.png,3,บางนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางบอน.png,3,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ราษฎร์บูรณะ.png,3,ราษฎร์บูรณะ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\พระโขนง.png,3,พระโขนง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางคอแหลม.png,3,บางคอแหลม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\จอมทอง.png,3,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ยานนาวา.png,3,ยานนาวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\สาทร.png,3,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\หนองแขม.png,3,หนองแขม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางรัก.png,3,บางรัก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ประเวศ.png,3,ประเวศ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\คลองสาน.png,3,คลองสาน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ธนบุรี.png,3,ธนบุรี,41.5,51.5,6,ฝนปานกลาง,2
cropped_districts_by_frame/central/20260218_093052\frame_003\คลองเตย.png,3,คลองเตย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\สัมพันธวงศ์.png,3,สัมพันธวงศ์,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ภาษีเจริญ.png,3,ภาษีเจริญ,26.5,46.5,16,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_003\บางกอกใหญ่.png,3,บางกอกใหญ่,46.5,54.0,42,ฝนหนัก,3
cropped_districts_by_frame/central/20260218_093052\frame_003\วัฒนา.png,3,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\สวนหลวง.png,3,สวนหลวง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางแค.png,3,บางแค,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ปทุมวัน.png,3,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ป้อมปราบศัตรูพ่าย.png,3,ป้อมปราบศัตรูพ่าย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\พระนคร.png,3,พระนคร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ราชเทวี.png,3,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางกอกน้อย.png,3,บางกอกน้อย,35.617645263671875,54.0,17,ฝนปานกลาง,2
cropped_districts_by_frame/central/20260218_093052\frame_003\พญาไท.png,3,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\สะพานสูง.png,3,สะพานสูง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ดุสิต.png,3,ดุสิต,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ตลิ่งชัน.png,3,ตลิ่งชัน,21.5,21.5,11,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_003\ดินแดง.png,3,ดินแดง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ลาดกระบัง.png,3,ลาดกระบัง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ทวีวัฒนา.png,3,ทวีวัฒนา,26.589284896850586,46.5,28,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_003\วังทองหลาง.png,3,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ห้วยขวาง.png,3,ห้วยขวาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางพลัด.png,3,บางพลัด,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางกะปิ.png,3,บางกะปิ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บึงกุ่ม.png,3,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\ลาดพร้าว.png,3,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางซื่อ.png,3,บางซื่อ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\มีนบุรี.png,3,มีนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\คันนายาว.png,3,คันนายาว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\จตุจักร.png,3,จตุจักร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\บางเขน.png,3,บางเขน,21.5,21.5,7,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_003\หลักสี่.png,3,หลักสี่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\คลองสามวา.png,3,คลองสามวา,24.064102172851562,34.0,39,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_003\หนองจอก.png,3,หนองจอก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_003\สายไหม.png,3,สายไหม,22.02083396911621,34.0,24,ฝนเล็กน้อย,1
cropped_districts_by_frame/central/20260218_093052\frame_003\ดอนเมือง.png,3,ดอนเมือง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_093052\frame_004\ทุ่งครุ.png,4,ทุ่งครุ,0.0,0.0,0,ไม่มีฝน,0
