original_image_path,frame,district,severity,max_dbz,rain_pixels,rain_level,rain_level_data
cropped_districts_by_frame/central/20260226_230000\frame_011\ลาดพร้าว.png,11,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_001\ปทุมวัน.png,1,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260523_120002\frame_007\บางกอกใหญ่.png,7,บางกอกใหญ่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260504_180023\frame_005\ดอนเมือง.png,5,ดอนเมือง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_050001\frame_007\วังทองหลาง.png,7,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260527_030000\frame_010\สะพานสูง.png,10,สะพานสูง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_120002\frame_011\วังทองหลาง.png,11,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260504_160022\frame_003\ธนบุรี.png,3,ธนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_220002\frame_006\หนองแขม.png,6,หนองแขม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260505_030024\frame_009\จตุจักร.png,9,จตุจักร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_170024\frame_003\ภาษีเจริญ.png,3,ภาษีเจริญ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260505_030024\frame_005\บึงกุ่ม.png,5,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260524_040006\frame_002\คลองสามวา.png,2,คลองสามวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_160023\frame_003\ราษฎร์บูรณะ.png,3,ราษฎร์บูรณะ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_180005\frame_000\ภาษีเจริญ.png,0,ภาษีเจริญ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_180023\frame_011\ลาดกระบัง.png,11,ลาดกระบัง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_170000\frame_000\สายไหม.png,0,สายไหม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260314_010024\frame_006\ห้วยขวาง.png,6,ห้วยขวาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260524_030001\frame_002\ตลิ่งชัน.png,2,ตลิ่งชัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_009\ราษฎร์บูรณะ.png,9,ราษฎร์บูรณะ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260525_040000\frame_004\สาทร.png,4,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260522_120000\frame_004\สาทร.png,4,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260507_180025\frame_010\ตลิ่งชัน.png,10,ตลิ่งชัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_000023\frame_004\ราษฎร์บูรณะ.png,4,ราษฎร์บูรณะ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260527_020002\frame_009\จอมทอง.png,9,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_010001\frame_001\บางกะปิ.png,1,บางกะปิ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260526_190003\frame_010\จตุจักร.png,10,จตุจักร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260227_010001\frame_005\สาทร.png,5,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260505_050024\frame_004\บึงกุ่ม.png,4,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260312_110024\frame_001\ดุสิต.png,1,ดุสิต,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_220024\frame_001\ลาดพร้าว.png,1,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_030001\frame_006\จตุจักร.png,6,จตุจักร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_009\ดินแดง.png,9,ดินแดง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260504_170022\frame_001\ทุ่งครุ.png,1,ทุ่งครุ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_050001\frame_000\ตลิ่งชัน.png,0,ตลิ่งชัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_003\วังทองหลาง.png,3,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260514_040003\frame_011\บางพลัด.png,11,บางพลัด,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260312_070022\frame_011\ธนบุรี.png,11,ธนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260505_050024\frame_008\บางบอน.png,8,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_230022\frame_002\สวนหลวง.png,2,สวนหลวง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_200022\frame_005\คลองสามวา.png,5,คลองสามวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_180027\frame_002\พญาไท.png,2,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260312_080000\frame_009\ปทุมวัน.png,9,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_200003\frame_010\ราชเทวี.png,10,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260510_010023\frame_011\ทุ่งครุ.png,11,ทุ่งครุ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_170024\frame_010\บางรัก.png,10,บางรัก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260502_070026\frame_003\บางซื่อ.png,3,บางซื่อ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260522_120000\frame_004\พระนคร.png,4,พระนคร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260314_010024\frame_010\บางขุนเทียน.png,10,บางขุนเทียน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_000023\frame_010\คลองสามวา.png,10,คลองสามวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260317_140002\frame_004\สาทร.png,4,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_200003\frame_008\วัฒนา.png,8,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_220024\frame_001\วัฒนา.png,1,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260524_040006\frame_009\บางกอกใหญ่.png,9,บางกอกใหญ่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260226_210001\frame_005\คันนายาว.png,5,คันนายาว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260523_110002\frame_009\จอมทอง.png,9,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260519_220001\frame_004\พญาไท.png,4,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_170022\frame_006\ราชเทวี.png,6,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260430_120001\frame_005\ยานนาวา.png,5,ยานนาวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260520_200001\frame_001\พญาไท.png,1,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_170024\frame_002\สะพานสูง.png,2,สะพานสูง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260502_080024\frame_002\วัฒนา.png,2,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260312_080000\frame_008\ทวีวัฒนา.png,8,ทวีวัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260520_200001\frame_004\สายไหม.png,4,สายไหม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_200022\frame_007\ราชเทวี.png,7,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260226_230000\frame_009\ประเวศ.png,9,ประเวศ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_020029\frame_006\ตลิ่งชัน.png,6,ตลิ่งชัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260312_110024\frame_007\มีนบุรี.png,7,มีนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260525_000000\frame_008\บางกอกใหญ่.png,8,บางกอกใหญ่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260525_060006\frame_001\สัมพันธวงศ์.png,1,สัมพันธวงศ์,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260314_000024\frame_000\ดินแดง.png,0,ดินแดง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_050022\frame_008\บางขุนเทียน.png,8,บางขุนเทียน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_180023\frame_004\พญาไท.png,4,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_007\บางพลัด.png,7,บางพลัด,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_040003\frame_001\ทวีวัฒนา.png,1,ทวีวัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260525_040000\frame_001\บางแค.png,1,บางแค,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260524_040006\frame_010\จอมทอง.png,10,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_160023\frame_007\วัฒนา.png,7,วัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_190023\frame_004\ปทุมวัน.png,4,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_130000\frame_002\ป้อมปราบศัตรูพ่าย.png,2,ป้อมปราบศัตรูพ่าย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_230022\frame_008\ลาดพร้าว.png,8,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260312_070000\frame_007\พญาไท.png,7,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_170022\frame_008\บางบอน.png,8,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_220024\frame_010\จอมทอง.png,10,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260314_000000\frame_002\สวนหลวง.png,2,สวนหลวง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260514_040003\frame_006\ทวีวัฒนา.png,6,ทวีวัฒนา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260523_010000\frame_009\บางกะปิ.png,9,บางกะปิ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_200022\frame_010\ประเวศ.png,10,ประเวศ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260218_120002\frame_004\ธนบุรี.png,4,ธนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260510_020023\frame_002\พญาไท.png,2,พญาไท,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260523_100002\frame_001\บางรัก.png,1,บางรัก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260222_220005\frame_010\ภาษีเจริญ.png,10,ภาษีเจริญ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_190023\frame_001\ดุสิต.png,1,ดุสิต,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260312_070000\frame_005\บางบอน.png,5,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_011\ราชเทวี.png,11,ราชเทวี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_000001\frame_001\ปทุมวัน.png,1,ปทุมวัน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260312_090023\frame_003\สาทร.png,3,สาทร,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260430_120001\frame_011\ป้อมปราบศัตรูพ่าย.png,11,ป้อมปราบศัตรูพ่าย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260525_040000\frame_007\บางรัก.png,7,บางรัก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_040026\frame_007\ประเวศ.png,7,ประเวศ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260520_090023\frame_004\วังทองหลาง.png,4,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_009\บางกอกใหญ่.png,9,บางกอกใหญ่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260520_230003\frame_001\บางรัก.png,1,บางรัก,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_180005\frame_002\ธนบุรี.png,2,ธนบุรี,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260510_010023\frame_008\ดุสิต.png,8,ดุสิต,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260314_000024\frame_011\ทุ่งครุ.png,11,ทุ่งครุ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260520_170023\frame_002\บางเขน.png,2,บางเขน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260524_070000\frame_005\ลาดพร้าว.png,5,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260312_070000\frame_011\บางแค.png,11,บางแค,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260527_020002\frame_006\จอมทอง.png,6,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260502_080024\frame_008\คันนายาว.png,8,คันนายาว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_190023\frame_005\บางบอน.png,5,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260520_100004\frame_004\บึงกุ่ม.png,4,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260508_210000\frame_007\พระโขนง.png,7,พระโขนง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260505_050024\frame_010\ดอนเมือง.png,10,ดอนเมือง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260314_000024\frame_000\บางกอกน้อย.png,0,บางกอกน้อย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_020029\frame_001\บางซื่อ.png,1,บางซื่อ,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260505_050001\frame_002\ห้วยขวาง.png,2,ห้วยขวาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260222_220005\frame_003\บางคอแหลม.png,3,บางคอแหลม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260505_040026\frame_006\ลาดพร้าว.png,6,ลาดพร้าว,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260510_010023\frame_005\ยานนาวา.png,5,ยานนาวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260520_180026\frame_011\วังทองหลาง.png,11,วังทองหลาง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_030023\frame_007\บึงกุ่ม.png,7,บึงกุ่ม,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_180027\frame_001\บางบอน.png,1,บางบอน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260513_170024\frame_003\ยานนาวา.png,3,ยานนาวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260227_150023\frame_003\บางขุนเทียน.png,3,บางขุนเทียน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260527_030000\frame_000\จอมทอง.png,0,จอมทอง,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260513_170024\frame_003\คลองสาน.png,3,คลองสาน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260525_050001\frame_000\บางกอกน้อย.png,0,บางกอกน้อย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260520_170023\frame_008\คลองเตย.png,8,คลองเตย,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260526_190003\frame_010\สัมพันธวงศ์.png,10,สัมพันธวงศ์,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260508_180027\frame_011\ยานนาวา.png,11,ยานนาวา,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260514_040026\frame_008\บางขุนเทียน.png,8,บางขุนเทียน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/central/20260523_050000\frame_010\บางกอกใหญ่.png,10,บางกอกใหญ่,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260226_210023\frame_003\คลองสาน.png,3,คลองสาน,0.0,0.0,0,ไม่มีฝน,0
cropped_districts_by_frame/north/20260520_090023\frame_006\หนองแขม.png,6,หนองแขม,0.0,0.0,0,ไม่มีฝน,0
